G1;-0.570919036865234;-0.598868608474731;-0.628362357616425;-0.669533967971802;-0.680389881134033;-0.742633521556854;-0.766462922096252;-0.790770649909973;-0.793294250965118;-0.797263324260712
G2;-0.570907890796661;-0.570919036865234;-0.598868608474731;-0.623832404613495;-0.628362357616425;-0.647782444953918;-0.652657330036163;-0.669533967971802;-0.770665466785431;-0.801599562168121
G3;-0.558846473693848;-0.563986301422119;-0.570907890796661;-0.570919036865234;-0.598868608474731;-0.623832404613495;-0.628362357616425;-0.647782444953918;-0.747052669525146;-0.781316637992859
G4;-0.558846473693848;-0.563986301422119;-0.570907890796661;-0.570919036865234;-0.598868608474731;-0.623832404613495;-0.716117799282074;-0.747733473777771;-0.785652220249176;-0.797263324260712
G5;-0.532891273498535;-0.558846473693848;-0.563986301422119;-0.570907890796661;-0.570919036865234;-0.598868608474731;-0.623832404613495;-0.664246141910553;-0.787797927856445;-0.791848719120026
G6;-0.473360955715179;-0.514193415641785;-0.532891273498535;-0.545836985111237;-0.546434044837952;-0.558846473693848;-0.563986301422119;-0.570907890796661;-0.573692381381989;-0.59946471452713
G7;-0.473360955715179;-0.514193415641785;-0.532891273498535;-0.545836985111237;-0.546434044837952;-0.558846473693848;-0.588512778282166;-0.671199917793274;-0.712143182754517;-0.759603917598724
G8;-0.473360955715179;-0.514193415641785;-0.516479790210724;-0.526289403438568;-0.561969101428986;-0.576347053050995;-0.579068660736084;-0.666029393672943;-0.787797927856445;-0.797263324260712
G9;-0.473360955715179;-0.514193415641785;-0.516479790210724;-0.520933866500854;-0.526289403438568;-0.561969101428986;-0.568254470825195;-0.576347053050995;-0.579068660736084;-0.666029393672943
G10;-0.473360955715179;-0.506858885288239;-0.514193415641785;-0.516479790210724;-0.520933866500854;-0.577569842338562;-0.589453101158142;-0.777110159397125;-0.787287831306458;-0.797263324260712
G11;-0.537581920623779;-0.584367990493774;-0.587602913379669;-0.610559940338135;-0.642320156097412;-0.708017706871033;-0.750825583934784;-0.775882661342621;-0.787797927856445;-0.788145661354065
G12;-0.508724331855774;-0.537581920623779;-0.584367990493774;-0.587602913379669;-0.602368474006653;-0.610559940338135;-0.640946626663208;-0.642320156097412;-0.708017706871033;-0.795415759086609
G13;-0.508724331855774;-0.520267605781555;-0.537581920623779;-0.584367990493774;-0.587602913379669;-0.595366835594177;-0.602368474006653;-0.605529844760895;-0.610559940338135;-0.794331133365631
G14;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.537581920623779;-0.564168393611908;-0.584367990493774;-0.603267014026642;-0.763230800628662;-0.777771830558777;-0.79194974899292
G15;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.537581920623779;-0.541202187538147;-0.564168393611908;-0.584367990493774;-0.602851033210754;-0.610538005828857;-0.797263324260712
G16;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.533338606357574;-0.537581920623779;-0.543184638023376;-0.570523321628571;-0.579534530639648;-0.787575364112854;-0.791441738605499
G17;-0.480485081672668;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.533252954483032;-0.533338606357574;-0.612335562705994;-0.658391296863556;-0.779839098453522;-0.802285552024841
G18;-0.480485081672668;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.533252954483032;-0.533338606357574;-0.571666121482849;-0.612335562705994;-0.641936182975769;-0.658391296863556
G19;-0.480485081672668;-0.508724331855774;-0.516416311264038;-0.520267605781555;-0.530667543411255;-0.533252954483032;-0.533338606357574;-0.797263324260712;-0.797263324260712;-0.802743136882782
G20;-0.480485081672668;-0.508724331855774;-0.510388970375061;-0.516416311264038;-0.520267605781555;-0.530667543411255;-0.533252954483032;-0.533338606357574;-0.554450154304504;-0.797263324260712
G21;-0.471586048603058;-0.480485081672668;-0.491307109594345;-0.508724331855774;-0.510388970375061;-0.516416311264038;-0.527292788028717;-0.598860919475555;-0.740868330001831;-0.791526436805725
G22;-0.471586048603058;-0.480485081672668;-0.491307109594345;-0.508724331855774;-0.510388970375061;-0.514514923095703;-0.516416311264038;-0.585395753383636;-0.761371791362762;-0.783190250396729
G23;-0.471586048603058;-0.480485081672668;-0.491307109594345;-0.508724331855774;-0.533792495727539;-0.536633789539337;-0.555665791034698;-0.634600579738617;-0.758676111698151;-0.802743136882782
G24;-0.471586048603058;-0.480485081672668;-0.482135504484177;-0.506434440612793;-0.526016414165497;-0.52916944026947;-0.530318856239319;-0.572932839393616;-0.582606434822083;-0.610923588275909
G25;-0.471586048603058;-0.480485081672668;-0.482135504484177;-0.491489887237549;-0.506434440612793;-0.526016414165497;-0.52916944026947;-0.661901354789734;-0.708127200603485;-0.736528694629669
G26;-0.471586048603058;-0.477722734212875;-0.480485081672668;-0.482135504484177;-0.491489887237549;-0.506434440612793;-0.526016414165497;-0.532083570957184;-0.578480124473572;-0.793294310569763
G27;-0.471586048603058;-0.477722734212875;-0.480485081672668;-0.482135504484177;-0.491489887237549;-0.506434440612793;-0.526016414165497;-0.532083570957184;-0.595497012138367;-0.693144738674164
G28;-0.471586048603058;-0.477722734212875;-0.480485081672668;-0.482135504484177;-0.491489887237549;-0.498085230588913;-0.506434440612793;-0.526747345924377;-0.603475987911224;-0.790770649909973
