G1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.105867;1.447218;1.484966;1.42661;1.458691;1.491854;1.404455;1.50152;1.433664
G2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.126948;1.454868;1.438759;1.352724;1.469392;1.419737;1.369823;1.456243;1.446425
G3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.011868;1.329366;1.469392;1.360746;1.441772;1.406008;1.433715;1.452327;1.4385
G4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8828773;1.222138;1.229165;1.284068;1.381792;1.314694;1.383437;1.425942;1.356592
G5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.005436;1.304435;1.149432;1.205284;1.179786;1.304435;1.343364;1.399111;1.441772
G6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0969;1.3816;1.252774;1.272385;1.268658;1.376804;1.390021;1.441772;1.390021
G7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.075982;1.419737;1.229165;1.233348;1.284068;1.383437;1.268658;1.457895;1.278898
G8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.232121;1.475659;1.324611;1.212177;1.178657;1.383437;1.369823;1.356592;1.233348
G9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.235922;1.466823;1.360746;1.229165;1.306928;1.348045;1.419737;1.381792;1.229165
G10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.265028;1.516327;1.407647;1.178657;1.282779;1.36643;1.383437;1.352724;1.205284
G11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25996;1.425942;1.284068;1.205284;1.36788;1.423878;1.491854;1.472246;1.190627
G12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.271782;1.50152;1.464618;1.329366;1.4385;1.464618;1.472246;1.392364;1.059472
G13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.210155;1.383437;1.343364;1.071548;1.278898;1.425942;1.438759;1.41349;1.14309
G14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.285321;1.407647;1.222138;1.23616;1.243354;1.352724;1.282779;1.251143;0.992185
G15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.27787;1.473196;1.272385;1.15678;1.208177;1.328231;1.256894;1.199146;0.9452761
G16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.198192;1.369823;1.222138;1.08264;1.233348;1.222138;1.149431;1.14255;0.9758094
G17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.337479;1.549395;1.383437;1.201055;1.259572;1.407647;1.352724;1.399111;0.992185
G18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.291687;1.469392;1.324611;1.218298;1.304435;1.383437;1.390021;1.348045;1.178657
G19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.254369;1.458195;1.15678;1.233348;1.089118;1.108605;1.163367;1.121907;1.016353
G20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.268174;1.405096;1.190627;1.124674;1.179786;1.14309;1.15678;0.8841837;0.6649333
G21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.282394;1.406008;1.061278;0.9452761;1.054016;0.9539356;0.9582036;0.9452761;0.8020627
G22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.218298;1.342842;1.044795;1.149431;0.9861106;1.179786;1.208177;1.208177;1.024069
G23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.284918;1.295462;0.9452761;0.9883332;0.919668;0.9411389;0.9539356;0.960984;0.7076822
G24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.352724;1.376357;1.181291;1.123548;1.103536;1.071548;1.14309;1.038358;0.9539356
G25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.328231;1.348501;1.179786;1.179786;1.082157;1.116954;1.089118;1.014098;0.8335659
G26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.41349;1.428501;1.259572;1.179786;1.116954;0.921928;0.8440158;0.8020627;0.9539356
G27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.326764;1.342842;1.082157;0.9941928;1.061185;0.8020627;0.8841837;0.7964579;0.8414308
G28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.252774;1.342842;1.175251;1.299427;1.328231;1.092566;0.9582036;0.8782655;0.8020627
G29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.232331;1.284918;1.031601;1.167621;1.149432;1.089118;1.031601;1.004547;1.071548
G30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.356592;1.419737;1.233348;1.19946;1.175251;1.061278;0.830641;1.027883;0.9758094
G31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.263168;1.306928;1.360746;1.199146;1.299427;1.016353;0.9452761;1.08102;1.082157
G32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.12035;1.243354;1.222138;1.256894;1.182853;0.8782655;0.8440158;0.8530824;1.004547
G33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.14255;1.205284;1.218015;1.152578;1.096706;0.8831107;0.8683927;0.8831106;0.9411389
G34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.08102;1.178657;1.076298;1.027883;1.016353;0.8683927;0.9539356;0.8440158;0.7568206
G35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.108605;1.232331;1.352724;1.284918;1.298795;0.960984;0.8414308;0.8831106;1.096706
G36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9128149;0.9917601;1.103536;1.089118;1.180325;1.152578;1.059472;1.133452;1.15678
G37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9319552;1.038358;1.12035;1.149432;1.163025;0.9539356;0.9452761;0.7964579;0.7964579
G38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.163025;1.352724;1.404455;1.268658;1.251143;0.9941928;1.027883;0.9758094;0.8841837
G39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.133452;1.212177;1.167621;1.082157;1.163367;1.054016;1.092566;1.089118;1.016353
G40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.08102;1.152578;1.196426;1.233348;1.263168;0.992185;0.7669013;0.8020627;0.9128149
G41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9154479;1.14309;1.175251;1.179786;1.133452;0.9452761;0.731532;0.7598403;0.800195
G42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8001951;0.992185;1.027883;0.9941928;0.8315738;0.5689956;0.7143331;0.618907;0.8890969
G43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.949596;1.190627;1.089118;1.092566;0.960984;0.6338055;0.8020627;0.6938896;0.9411389
G44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9403048;1.123548;1.059472;1.123548;1.054016;0.7849618;0.8335659;0.7964579;0.9861106
G45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.960984;1.004547;0.8683927;0.9582036;1.071548;0.8020627;0.921928;0.8335659;1.061185
G46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.044795;1.190627;0.992185;0.992185;0.9539356;0.7568206;0.7143331;0.7143331;0.9319552
G47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7849618;0.7964579;0.960984;1.054016;1.096706;0.8440158;0.8831106;0.9452761;1.14309
G48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9134986;1.027883;0.9134986;0.8335659;0.8020627;0.9319552;0.992185;1.027883;0.8831106
G49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9154479;0.9861106;1.024069;1.054016;1.059472;1.116954;1.059472;1.024069;1.15678
G50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8611705;1.089118;1.059472;1.152578;1.309963;1.149431;1.123548;1.14309;1.116954
G51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9154479;1.175251;1.208177;1.15678;1.243354;1.092566;1.175251;1.152578;1.190627
G52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7073436;0.8782655;0.7076822;0.9134986;1.089118;0.9861106;1.082157;0.992185;0.960984
G53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7073436;0.9011357;1.031601;1.016353;1.059472;1.089118;1.121907;1.059472;1.116954
G54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8148202;1.027883;1.089118;1.108605;1.175251;1.205284;1.208177;1.167621;1.027883
G55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8615078;1.123548;1.089118;0.9883333;1.024069;1.082157;1.108605;1.133452;1.121907
