G1;3.615644;3.491736;3.577203;3.573764;3.611403;3.623859;3.546213;3.622645;3.541717;3.633381;3.624182;3.62749;3.522811;3.576967;3.534483;3.616048;3.484866;3.619593;3.574416;3.552683;3.627079;3.560729;3.632047;3.636726;3.615994
G2;3.580833;3.413824;3.530886;3.569993;3.566805;3.628232;3.394844;3.644791;3.522087;3.582047;3.570785;3.580649;3.33935;3.548153;3.423925;3.517455;3.380718;3.511603;3.480544;3.442111;3.597322;3.613663;3.558381;3.628232;3.590994
G3;3.480415;3.415073;3.519319;3.615355;3.494066;3.580161;3.276859;3.407048;3.549201;3.503912;3.480221;3.511349;3.391857;3.361796;3.434393;3.445329;3.176678;3.482806;3.482313;3.378321;3.54417;3.527961;3.56314;3.559883;3.423456
G4;3.431846;3.344589;3.514274;3.442871;3.419302;3.428938;3.14349;3.140774;3.366282;3.353878;3.486046;3.457014;3.303342;3.173167;3.246233;3.442147;3.074715;3.444752;3.373999;3.294188;3.405221;3.355187;3.498135;3.38676;3.380598
G5;3.336165;3.327236;3.494321;3.309958;3.350621;3.427328;3.038983;3.022214;3.407823;3.315525;3.420852;3.300286;3.224487;3.305324;3.200953;3.357098;3.02776;3.419188;3.48244;3.323946;3.139091;3.312309;3.434033;3.168342;3.301116
G6;3.369607;3.357386;3.33275;3.086941;3.315034;3.308779;3.089724;2.932586;3.195436;3.135387;3.3678;3.466771;2.871395;3.304952;3.309664;3.398004;2.933329;3.510282;3.484936;3.350587;3.200787;3.222462;3.331175;3.127451;3.130591
G7;3.259885;3.322051;3.313187;2.971267;3.042128;3.180091;3.068865;2.817005;3.096667;3.018152;3.33486;3.281235;2.577248;3.256984;3.06787;3.333305;2.754717;3.352757;3.341185;3.143848;3.094875;3.326695;3.386777;3.12075;2.989453
G8;3.294279;3.231771;3.273596;2.759241;3.139655;3.130223;3.085916;2.693542;3.116403;2.984987;3.241041;3.225645;2.695797;3.115032;2.869504;3.397428;2.70558;3.356286;3.417544;3.155202;2.895244;3.309681;3.379747;3.009158;2.982813
G9;3.114539;3.116741;3.239633;2.647316;3.216259;3.107565;3.068831;2.681888;3.008006;3.063639;3.16491;2.998988;2.742539;2.821687;2.746805;3.309834;2.440234;3.363478;3.25744;3.257604;2.925645;3.363764;3.205012;2.846365;2.937842
G10;3.015732;3.254952;3.363678;2.600553;3.126711;3.069593;2.894332;2.790994;2.931826;2.949702;3.170902;3.040671;2.684098;2.970318;2.857316;3.221974;2.206448;3.311926;3.211618;3.213374;2.864666;3.442059;3.220505;2.957997;2.921827
G11;2.950987;3.255363;3.337376;2.587358;3.041482;3.01691;2.99992;2.662248;3.095368;2.863994;3.091588;3.017582;2.916015;2.950085;2.795034;3.273222;2.257746;3.174031;3.192399;3.343723;2.774737;3.378678;3.238259;2.992455;3.068734
G12;2.821774;3.189313;3.266809;2.419885;2.81432;3.002919;2.866134;2.756723;2.871833;2.765537;3.088002;2.766928;2.76568;3.067542;2.626702;3.27738;2.330818;3.003868;2.803153;3.380542;2.90408;3.249935;3.008329;2.848135;2.936235
G13;2.859772;3.116011;3.371689;2.41237;2.840443;3.14108;2.871562;2.721596;2.878555;2.685677;2.914273;2.910781;2.840845;3.201741;2.543246;3.184244;2.239048;3.084162;3.001259;3.480763;2.828897;3.461403;2.98716;2.749431;2.980359
G14;3.030168;3.175893;3.254784;2.408338;2.712576;3.097082;3.010843;2.966401;2.917937;2.688943;2.906364;3.02746;2.922593;2.93024;2.466684;3.205309;2.361884;3.131263;3.060356;3.449872;2.809729;3.444102;2.932567;2.858362;3.109377
G15;3.095546;3.088184;3.214474;2.405413;3.001549;3.231286;3.112936;2.9851;2.895961;2.693638;3.047021;3.018833;2.773611;2.948093;2.262187;3.386467;2.639276;3.04611;2.970544;3.409629;2.887824;3.349434;3.18;2.882604;3.027705
G16;3.089655;3.135443;3.201546;2.588368;2.999412;3.198275;3.149364;2.999177;2.961202;2.669559;2.900275;2.970994;2.617485;3.071489;2.338432;3.206374;2.880544;3.042475;3.058871;3.507388;3.220488;3.248861;2.998424;2.715765;2.988403
