G1;-0.495976001024246;-0.543162703514099;-0.565062642097473;-0.566727757453918;-0.5728560090065;-0.585017204284668;-0.588085293769836;-0.605145871639252;-0.61084645986557;-0.614559769630432;-0.640681803226471;-0.643086612224579;-0.670304119586945;-0.693780958652496;-0.71194189786911;-0.740030884742737;-0.746179401874542;-0.795832216739655;-0.801599562168121;-0.802743136882782
G2;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.520035326480865;-0.543162703514099;-0.565062642097473;-0.566727757453918;-0.5728560090065;-0.585017204284668;-0.588085293769836;-0.605145871639252;-0.610961854457855;-0.630109131336212;-0.662476897239685;-0.702229022979736;-0.732866823673248;-0.742022573947906;-0.746701538562775;-0.770997881889343;-0.795832216739655
G3;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.520035326480865;-0.522430121898651;-0.526095807552338;-0.5268235206604;-0.541198790073395;-0.543162703514099;-0.544570028781891;-0.5558922290802;-0.565062642097473;-0.566727757453918;-0.5728560090065;-0.577668607234955;-0.612419664859772;-0.625216722488403;-0.701553821563721;-0.738854646682739;-0.788825511932373
G4;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.520035326480865;-0.522430121898651;-0.526095807552338;-0.5268235206604;-0.531715333461761;-0.534694314002991;-0.541198790073395;-0.543162703514099;-0.544570028781891;-0.545060575008392;-0.5558922290802;-0.558157086372375;-0.565062642097473;-0.793294310569763;-0.795407652854919;-0.796602547168732;-0.802743136882782
G5;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.520035326480865;-0.522430121898651;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.529506266117096;-0.531715333461761;-0.534694314002991;-0.541198790073395;-0.543162703514099;-0.544570028781891;-0.545060575008392;-0.545998930931091;-0.5558922290802;-0.569775879383087;-0.621087193489075
G6;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.520035326480865;-0.522430121898651;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.529506266117096;-0.574585497379303;-0.589566290378571;-0.589998722076416;-0.605280578136444;-0.609382748603821;-0.627580463886261;-0.753764748573303;-0.801599562168121;-0.802743136882782;-0.802743136882782
G7;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.520035326480865;-0.522430121898651;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.529506266117096;-0.574585497379303;-0.589566290378571;-0.629760146141052;-0.681593000888824;-0.721335232257843;-0.751510560512543;-0.794887840747833;-0.801599562168121;-0.802743136882782
G8;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.520035326480865;-0.522430121898651;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.550128281116486;-0.562552392482758;-0.582822680473328;-0.588595449924469;-0.596478998661041;-0.614583909511566;-0.708124995231628;-0.729836523532867;-0.787575364112854;-0.797263324260712
G9;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.520035326480865;-0.522430121898651;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.53322970867157;-0.550128281116486;-0.562552392482758;-0.565301239490509;-0.582822680473328;-0.584808886051178;-0.588595449924469;-0.699483573436737;-0.734282076358795;-0.799025297164917
G10;-0.493878543376923;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.520035326480865;-0.522430121898651;-0.52480149269104;-0.525241315364838;-0.526095807552338;-0.5268235206604;-0.555014610290527;-0.570085048675537;-0.578980922698975;-0.611347794532776;-0.687292158603668;-0.727866768836975;-0.784053087234497;-0.79235577583313
G11;-0.493878543376923;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.520035326480865;-0.522430121898651;-0.547480702400208;-0.570415675640106;-0.592662513256073;-0.598465502262115;-0.609537243843079;-0.638810455799103;-0.67445957660675;-0.679892778396606;-0.727621018886566;-0.742773056030273;-0.77927178144455;-0.787797927856445
G12;-0.493878543376923;-0.495976001024246;-0.501712262630463;-0.503398001194;-0.509611070156097;-0.510729670524597;-0.512287974357605;-0.520035326480865;-0.522430121898651;-0.533239185810089;-0.546979904174805;-0.547480702400208;-0.557048499584198;-0.557244479656219;-0.570415675640106;-0.60645592212677;-0.694648444652557;-0.719139218330383;-0.754283487796783;-0.783356428146362
