G1;-0.527885019779205;-0.54611724615097;-0.557725548744202;-0.564052700996399;-0.584072351455688;-0.600746989250183;-0.651429533958435;-0.773029923439026;-0.793812692165375;-0.797263324260712
G2;-0.473691016435623;-0.527885019779205;-0.54611724615097;-0.557725548744202;-0.564052700996399;-0.579065263271332;-0.586225092411041;-0.695059359073639;-0.762751400470734;-0.778103172779083
G3;-0.473691016435623;-0.493408113718033;-0.527885019779205;-0.54611724615097;-0.548219323158264;-0.557725548744202;-0.566003799438477;-0.567808926105499;-0.753622889518738;-0.791821897029877
G4;-0.473691016435623;-0.493408113718033;-0.532763063907623;-0.533680975437164;-0.538649141788483;-0.541908979415894;-0.59433525800705;-0.631065547466278;-0.666510701179504;-0.776573300361633
G5;-0.473691016435623;-0.493408113718033;-0.532763063907623;-0.533680975437164;-0.538649141788483;-0.541908979415894;-0.59433525800705;-0.631065547466278;-0.666510701179504;-0.776573300361633
G6;-0.451484352350235;-0.473691016435623;-0.493408113718033;-0.514347851276398;-0.532763063907623;-0.533680975437164;-0.566065311431885;-0.584002375602722;-0.627517461776733;-0.711564838886261
G7;-0.451484352350235;-0.473691016435623;-0.493408113718033;-0.514347851276398;-0.52664703130722;-0.563853681087494;-0.624251008033752;-0.727180242538452;-0.750513017177582;-0.802743136882782
G8;-0.451484352350235;-0.473691016435623;-0.492250978946686;-0.493408113718033;-0.514347851276398;-0.581220865249634;-0.602955937385559;-0.672885060310364;-0.692459464073181;-0.754479110240936
G9;-0.451484352350235;-0.473691016435623;-0.492250978946686;-0.493408113718033;-0.515476047992706;-0.520548582077026;-0.598377287387848;-0.608035206794739;-0.630727767944336;-0.777107000350952
G10;-0.451484352350235;-0.473691016435623;-0.510621309280396;-0.525966286659241;-0.556586802005768;-0.563334405422211;-0.572798311710358;-0.597619652748108;-0.600958526134491;-0.799025297164917
G11;-0.451484352350235;-0.473691016435623;-0.488497883081436;-0.506845772266388;-0.510621309280396;-0.517323195934296;-0.525966286659241;-0.799025297164917;-0.802743136882782;-0.802743136882782
G12;-0.451484352350235;-0.473691016435623;-0.488497883081436;-0.506845772266388;-0.510621309280396;-0.517323195934296;-0.525966286659241;-0.799025297164917;-0.802743136882782;-0.802743136882782
G13;-0.513290047645569;-0.521417260169983;-0.556552231311798;-0.562351703643799;-0.577430963516235;-0.588066399097443;-0.617801070213318;-0.778037309646606;-0.789538085460663;-0.799025297164917
G14;-0.513290047645569;-0.521417260169983;-0.544900715351105;-0.556552231311798;-0.562139391899109;-0.562351703643799;-0.583564281463623;-0.75288861989975;-0.754984557628632;-0.777846395969391
G15;-0.513290047645569;-0.521417260169983;-0.544900715351105;-0.556552231311798;-0.562139391899109;-0.562351703643799;-0.583564281463623;-0.595858693122864;-0.75288861989975;-0.793294310569763
G16;-0.539173662662506;-0.553214192390442;-0.555803060531616;-0.564204931259155;-0.57009220123291;-0.577208876609802;-0.599690198898315;-0.600532233715057;-0.611997723579407;-0.7687087059021
G17;-0.479651212692261;-0.539173662662506;-0.553214192390442;-0.565410912036896;-0.603305757045746;-0.625008285045624;-0.652130544185638;-0.773077428340912;-0.782349288463593;-0.797263324260712
G18;-0.479651212692261;-0.539173662662506;-0.553214192390442;-0.565410912036896;-0.603305757045746;-0.625008285045624;-0.652130544185638;-0.773077428340912;-0.782349288463593;-0.797263324260712
G19;-0.479651212692261;-0.53673380613327;-0.539173662662506;-0.548584580421448;-0.553214192390442;-0.565410912036896;-0.576143383979797;-0.583694219589233;-0.6969233751297;-0.797263324260712
G20;-0.479651212692261;-0.53673380613327;-0.539173662662506;-0.548584580421448;-0.553214192390442;-0.565410912036896;-0.599004864692688;-0.62835693359375;-0.788656830787659;-0.797263324260712
G21;-0.479651212692261;-0.516178071498871;-0.53673380613327;-0.539173662662506;-0.548584580421448;-0.553214192390442;-0.565410912036896;-0.7773118019104;-0.78440135717392;-0.793294250965118
G22;-0.479651212692261;-0.516178071498871;-0.53673380613327;-0.539173662662506;-0.559499144554138;-0.561658978462219;-0.583373308181763;-0.597259998321533;-0.767514050006866;-0.797263324260712
G23;-0.479651212692261;-0.516178071498871;-0.52548748254776;-0.53673380613327;-0.539173662662506;-0.554544031620026;-0.556484818458557;-0.568027079105377;-0.663394510746002;-0.753662109375
G24;-0.476578325033188;-0.479651212692261;-0.516178071498871;-0.53663295507431;-0.549588561058044;-0.582003235816956;-0.593586981296539;-0.593928635120392;-0.646192908287048;-0.797263324260712
G25;-0.476578325033188;-0.479651212692261;-0.516178071498871;-0.521067559719086;-0.53663295507431;-0.549588561058044;-0.563574850559235;-0.582003235816956;-0.688360571861267;-0.799985945224762
G26;-0.476578325033188;-0.479651212692261;-0.516178071498871;-0.521067559719086;-0.53663295507431;-0.549588561058044;-0.561907172203064;-0.563574850559235;-0.578603208065033;-0.582003235816956
G27;-0.476578325033188;-0.479651212692261;-0.50914454460144;-0.516178071498871;-0.521067559719086;-0.543301343917847;-0.545743942260742;-0.753016650676727;-0.793812692165375;-0.798646152019501
G28;-0.476578325033188;-0.479651212692261;-0.50914454460144;-0.516178071498871;-0.521067559719086;-0.543301343917847;-0.545743942260742;-0.624678075313568;-0.753016650676727;-0.790667414665222
G29;-0.476578325033188;-0.479651212692261;-0.502019286155701;-0.50914454460144;-0.516178071498871;-0.552335679531097;-0.568825900554657;-0.593330502510071;-0.68361496925354;-0.786888003349304
