G1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.083921;1.304471;1.286921;1.258229;1.256355;1.395762;1.283407;1.295836;1.437791;1.368832;1.167446;1.330736;1.059865;0;0;1.330736;2.26095;1.960528;2.016974;2.144315;2.04273;2.028518;1.810077;2.023845;2.047133;2.062226;1.962344;1.484692;0;0;1.294626;2.099908;2.50107;2.628627;2.328635;2.355818;2.274056;2.146317;2.418927;2.399606;2.482314;2.147452;1.423415;0;0;1.081606;1.998654;2.353147;2.418957;2.236694;2.231823;2.580151;2.327549;2.46559;2.218681;2.138155;2.363645;1.442622;0;0;1.299645;2.310715;2.539474;2.071301;2.548915;2.339286;1.873985;2.349193;2.489507;2.285125;2.441139;2.216884;1.411202;0;0;1.199889;1.966459;2.247229;2.534463;2.159821;2.405604;2.387814;1.957696;2.406761;2.41527;2.493142;2.085948;1.404311;0;0;1.148884;2.185092;2.429515;2.019914;2.497577;2.364459;2.343617;2.183637;2.503705;1.837816;2.216913;2.184351;1.374338;0;0;1.272829;2.477669;2.49293;1.902188;2.118073;2.256148;2.099981;2.424236;2.067664;2.336787;2.220406;2.183955;1.349102;0;0;1.386533;2.316246;2.426101;2.17724;2.295002;2.159541;2.478673;2.55472;2.193918;2.357997;2.15681;2.160875;1.398423;0;0;1.19369;2.196728;2.093261;2.076398;2.305147;2.483844;1.875386;2.07286;2.420714;2.382074;2.093758;2.075146;1.485475;0;0;1.20762;2.13792;2.565019;2.550223;2.356464;2.162363;2.616915;2.544123;2.108494;2.274623;2.372716;2.188203;1.489534;0;0;1.330736;2.453932;2.197724;2.005895;2.080143;2.399116;2.183585;1.843618;1.988582;2.364788;2.448842;2.123978;1.475881;0;0;1.156092;1.43156;1.258854;1.465916;1.431006;1.392303;1.440526;1.392303;1.404311;1.38173;1.256355;1.395762;1.204835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9266667;1.330736;1.360964;1.392303;1.316199;1.355389;1.341153;1.295836;1.465916;1.521192;0.9518135;1.335642;1.050128;0;0;1.283407;1.968065;2.369863;1.97972;2.058431;1.934276;2.244289;1.895387;2.191282;2.143859;2.306263;1.985358;1.443455;0;0;1.349102;1.968823;2.023725;2.680851;2.361437;2.313999;2.435727;2.078818;2.64256;2.17243;2.342823;1.833308;1.446066;0;0;1.228618;1.944103;2.115997;2.231159;2.423555;2.152553;2.249069;2.324518;2.034123;2.020334;2.237883;2.42403;1.153142;0;0;1.365564;2.227854;2.468592;2.263219;1.899667;2.129357;2.573376;2.15137;2.699046;2.459846;2.222707;2.424308;1.349102;0;0;1.294626;2.345876;2.30963;2.538185;2.419855;2.52134;2.242794;2.378225;2.204773;2.426383;2.499642;1.737365;1.364902;0;0;1.186226;2.257017;2.413086;2.231727;2.298819;2.541517;2.216577;1.995438;2.070144;2.060917;2.188454;2.360508;1.387756;0;0;1.181819;2.31109;2.227646;2.178793;1.720402;2.104687;2.042548;2.478036;2.304167;2.131049;2.13456;2.393013;1.228018;0;0;1.331836;1.870864;2.44832;1.865186;2.738138;2.124362;1.968604;2.338279;2.457932;2.161356;2.425601;2.106753;1.470113;0;0;1.119443;2.36059;2.464873;2.190303;2.247288;2.206738;2.542966;2.26219;2.38053;2.190743;2.305882;2.31057;1.280434;0;0;1.355389;1.995447;2.44329;2.276092;2.302103;2.055829;2.643003;2.25819;2.10696;2.663914;2.603713;2.015111;1.387756;0;0;1.411202;2.302288;2.09205;2.397608;2.07499;2.458854;2.32978;2.18934;2.120457;2.361337;2.131438;2.130601;1.543885;0;0;0.9020011;1.283407;1.392431;1.280528;1.423415;1.282517;1.387756;1.360964;1.397758;1.360964;1.256743;1.442622;1.212231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.156092;1.367523;1.448816;1.272829;1.228018;1.396166;1.205679;1.386533;1.309017;1.341153;1.263809;1.294626;0.9786961;0;0;1.375397;2.339702;2.004919;1.964348;2.309894;2.030789;2.188066;1.840206;2.046282;2.291359;2.132994;1.993578;1.449029;0;0;1.449029;1.761674;2.364184;2.713883;2.542067;2.149308;2.236103;2.043927;2.398543;2.324518;2.370899;1.933981;1.437791;0;0;1.321133;2.154371;2.057539;1.98642;2.096941;2.404941;2.490943;2.401645;2.31866;2.269387;2.298586;2.092;1.420708;0;0;1.331836;2.40362;2.353375;1.991933;1.909785;1.891713;2.531799;2.111167;2.562897;2.340709;2.549059;2.364004;1.212231;0;0;1.355389;2.430716;2.370794;2.364619;2.572879;2.111999;2.427577;2.298928;2.483075;2.130325;2.532227;1.532974;1.495223;0;0;1.108915;1.901299;2.561278;2.197939;2.247937;2.506935;2.265233;1.933713;2.018331;1.928111;2.211582;2.254818;1.423415;0;0;1.320119;2.631501;2.317432;1.834731;1.730278;2.10065;2.002089;2.174362;2.343575;2.090379;2.22329;2.116833;1.316199;0;0;1.330736;1.810574;2.114472;2.149518;2.617513;1.845064;2.103448;2.486379;2.201979;2.160905;2.189426;2.050483;1.442622;0;0;1.341153;2.315324;2.089418;2.082863;2.195979;2.258036;2.25062;2.292145;2.040086;2.403427;1.88679;2.41124;1.454364;0;0;1.224229;2.001578;2.383939;1.990885;2.153112;2.276942;2.674365;2.364391;2.366272;2.148668;2.542205;2.24715;1.355389;0;0;1.286921;2.335968;2.459516;2.306469;2.262767;2.119481;2.046593;2.13774;2.239419;2.032704;2.225295;2.05633;1.562146;0;0;0.9982377;1.392431;1.349102;1.263809;1.226109;1.330736;1.446066;1.510111;1.330481;1.364902;1.375461;1.485475;1.368832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9818992;1.355701;1.395762;1.113042;1.108915;1.440526;1.38173;1.272829;1.297409;1.424767;1.167446;1.294626;1.093588;0;0;1.276959;2.125024;2.124256;2.40179;2.234055;2.147451;2.180756;2.117212;2.024528;1.906338;2.00736;1.774265;1.530619;0;0;1.475881;1.650197;2.119949;2.516656;2.37623;2.249877;2.39565;2.078369;2.613174;2.183341;2.677704;1.95549;1.461709;0;0;1.312962;2.145582;2.228696;2.476523;2.371422;2.321817;2.218681;1.969909;2.53126;2.450446;2.139042;2.373031;1.335642;0;0;1.331836;2.368726;2.230396;1.85494;2.076633;1.853443;2.171553;1.789433;2.390812;2.092455;2.288777;2.266431;1.321133;0;0;1.24318;2.340519;2.468512;2.342113;2.655363;2.594716;2.151289;2.663655;2.240622;2.239354;2.63993;1.756039;1.404311;0;0;1.298376;2.104957;2.442371;1.970945;2.247106;2.391444;2.419877;1.71466;2.224238;1.996817;1.977092;2.380716;1.463763;0;0;1.148884;2.408165;2.085204;1.972414;2.142247;2.102262;1.722986;2.514706;2.518486;2.088609;2.041264;2.13936;1.343788;0;0;1.392431;1.939124;2.405771;2.158258;2.374944;1.816817;2.176011;2.131356;2.157638;2.225086;2.266455;1.773331;1.478126;0;0;1.256355;2.303783;2.303439;1.912743;2.090734;2.370711;1.829434;2.360526;2.407959;2.03366;2.431811;2.161896;1.497824;0;0;1.20762;1.69279;2.737523;1.986698;2.138072;2.265173;2.491841;2.266346;1.978089;2.339012;2.358695;2.029872;1.309017;0;0;1.128689;2.302082;2.316092;2.411437;2.098459;2.170692;1.966168;2.056822;2.179592;2.282279;2.125863;2.149925;1.450548;0;0;1.059865;1.365564;1.181819;1.395762;1.449029;1.330736;1.375397;1.443455;1.395762;1.228018;1.396166;1.30014;1.283407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.053507;1.411202;1.153142;1.294626;1.083921;1.375461;1.375461;1.241727;1.396166;1.492;1.298376;1.321133;1.093588;0;0;1.43156;2.1534;2.341083;2.048486;2.26003;2.135694;1.79057;1.904922;2.23119;2.04882;1.989803;1.939589;1.492;0;0;1.486689;2.099768;1.925653;2.121047;2.531282;1.973497;2.211413;1.664677;2.329248;1.677947;2.556577;2.10552;1.177484;0;0;1.186226;1.87856;2.37145;2.425374;2.223397;2.33874;2.266594;2.26721;2.15443;2.295105;2.036551;2.329103;1.153142;0;0;1.38173;2.337573;2.432364;2.019528;1.768293;1.818324;2.413929;2.190149;2.769347;2.196724;2.130265;2.129225;1.29202;0;0;1.367523;2.279596;1.93628;2.268719;2.504993;2.268871;2.0324;2.200575;2.103239;2.065455;2.615217;1.609191;1.526104;0;0;1.258229;2.024318;2.471633;2.084241;1.866974;2.262163;2.505663;2.05022;2.593877;1.591544;2.383476;2.284521;1.420708;0;0;1.153142;2.251862;2.096177;2.032064;2.12577;2.230856;1.859092;2.191677;2.428066;2.243532;1.811697;2.292591;1.343788;0;0;1.118848;2.195825;2.47628;2.020222;2.402581;2.291228;2.134164;2.280252;2.391283;1.855803;2.18647;1.692512;1.558111;0;0;1.24318;2.182874;2.374815;2.297871;2.267255;2.234302;1.618859;2.391148;2.265397;2.253853;2.333593;2.323018;1.378783;0;0;1.449029;1.730191;2.358666;2.032955;1.959299;1.973879;2.741009;1.987459;1.967385;2.39517;2.276;2.319957;1.437791;0;0;1.092031;2.264131;2.21866;2.484708;2.139919;2.350259;1.938011;1.93607;2.286741;1.968313;2.377969;2.178145;1.535122;0;0;1.136668;1.295836;1.374338;1.258229;1.437791;1.283407;1.456085;1.316178;1.395762;1.365564;1.241727;1.347065;1.24318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.069407;1.335642;1.204835;1.355389;1.195407;1.325954;1.263896;1.141073;1.461235;1.454364;1.157999;1.256743;1.153142;0;0;1.411202;2.007939;2.16258;1.909191;2.291051;2.199264;1.985183;1.898834;1.943018;2.191228;2.064775;1.615181;1.509107;0;0;1.442622;1.724016;2.173132;2.462932;2.190985;1.607587;2.561482;1.482599;2.2291;1.848032;2.419304;2.030789;1.424767;0;0;1.294626;1.970918;2.199167;2.067639;2.444616;2.308032;2.243812;2.285241;2.365475;2.375492;2.337344;2.239031;1.392431;0;0;1.316199;2.308875;2.443382;2.023451;2.043418;1.786475;2.299333;2.112984;2.687973;2.234425;1.579402;2.351953;1.367523;0;0;1.295836;2.50094;2.018478;2.467291;2.633296;2.251963;2.231249;2.291287;2.194227;1.940666;2.593343;1.92594;1.503427;0;0;1.320119;2.004384;2.394517;2.157714;2.064905;2.15714;2.696551;1.813025;2.617552;1.356392;2.198408;2.309008;1.387756;0;0;1.395762;2.371286;2.448947;1.774215;1.986305;2.213994;1.825626;2.36445;1.986275;1.887354;1.904767;1.932924;1.443455;0;0;1.263279;2.187823;1.517153;1.797259;2.48235;2.280639;2.286474;1.937373;1.778937;1.972727;1.962158;1.708502;1.521928;0;0;1.167446;2.068718;2.210004;1.930881;2.095545;2.198437;1.739323;2.462642;2.321379;2.325903;2.34722;2.303215;1.506524;0;0;1.218482;2.167095;1.919021;1.972849;2.005206;2.178118;2.746882;2.445633;2.36082;2.350106;2.338301;2.278146;1.442622;0;0;1.198117;2.096464;2.356246;2.520764;2.13145;1.907865;1.973775;2.108224;2.282654;2.076351;2.161704;2.246047;1.465916;0;0;1.119443;1.446066;1.330481;1.256355;1.515291;1.408287;1.392303;1.398423;1.298376;1.309017;1.34889;1.34889;1.153142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9641495;1.228018;1.128689;1.378783;1.20762;1.256743;1.283407;1.1434;1.454364;1.316178;1.341153;1.295836;1.093588;0;0;1.386533;1.918988;2.432148;1.694478;2.028675;2.347232;1.623712;1.969626;1.787876;2.125674;1.94692;1.877468;1.518981;0;0;1.535122;1.600782;1.796375;2.303603;2.074143;2.002502;2.634531;1.694675;2.288023;1.679313;2.458015;2.057402;1.336286;0;0;1.295836;1.817872;2.132286;2.110165;2.5132;2.259165;2.06556;2.338451;2.112032;2.446939;2.289279;1.862273;1.505077;0;0;1.463763;2.242765;2.043302;2.204716;2.129519;1.716468;2.251881;2.031593;2.607575;2.422233;1.814355;2.232386;1.355701;0;0;1.449029;2.212461;1.897523;2.355941;2.454024;2.291051;2.141132;2.412076;1.963898;1.958695;2.659262;1.327531;1.463763;0;0;1.19369;2.213088;2.133256;2.333863;1.983068;2.018404;2.34701;2.31395;2.341787;1.649231;2.215878;2.367908;1.367523;0;0;1.136668;2.16438;2.287425;2.010871;2.129642;1.523202;2.073284;2.205847;2.262344;2.281006;1.730505;2.284732;1.299645;0;0;1.341153;2.427444;1.590327;1.82382;2.105365;2.323322;2.22264;2.137395;2.141563;1.766783;2.107598;1.898111;1.442622;0;0;1.204835;2.334151;2.261716;2.053056;2.332227;2.075884;2.014277;2.268431;2.231551;2.051619;2.049359;2.396027;1.349102;0;0;1.363718;1.848861;2.104957;1.886671;1.855823;1.968952;2.805779;2.100383;2.440975;2.324304;2.481895;2.120731;1.533622;0;0;1.241727;1.964383;2.461011;2.626721;1.952725;2.125145;2.164822;2.380963;2.190885;2.390588;2.191269;2.120731;1.29202;0;0;1.083921;1.375461;1.270789;1.248837;1.485475;1.214093;1.272829;1.43156;1.368832;1.343788;1.341153;1.347065;1.083921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9818992;1.272829;0.9905577;1.283407;1.396166;1.312962;1.256743;1.204835;1.362924;1.419088;1.365564;1.228618;1.097082;0;0;1.375461;2.07918;2.560554;2.088885;2.136522;2.325552;2.04684;1.835761;2.116358;2.023446;2.023082;1.648387;1.480265;0;0;1.470113;1.657905;1.700652;2.41943;2.190913;1.807377;2.525475;1.903505;2.437457;1.933058;2.466878;1.994017;1.374338;0;0;1.272829;1.854666;2.172621;2.109355;2.464799;2.378794;1.802941;2.134955;2.073746;2.357154;2.049253;2.115179;1.423415;0;0;1.395762;2.399874;2.061447;1.716468;2.287538;1.707131;2.000361;2.15705;2.505181;2.469519;1.781105;2.35562;1.299645;0;0;1.299645;2.162922;2.357416;2.349618;2.354885;2.396027;2.183145;2.055086;2.355859;1.649268;2.578397;1.504264;1.433082;0;0;1.295836;2.277296;1.699695;2.223444;1.999576;2.211582;2.233786;2.445298;2.227421;1.394476;2.200572;2.445597;1.43156;0;0;1.108915;2.396164;1.922304;2.032066;1.950074;2.045013;2.150352;2.010871;2.358223;2.125598;1.495445;2.083343;1.449029;0;0;1.316199;2.191228;1.915199;1.993876;1.960359;2.27141;2.024884;2.188364;2.018658;2.190794;1.494658;1.618265;1.492;0;0;1.286921;2.153271;2.292294;1.716736;2.592804;2.124256;1.637972;2.19876;2.400569;2.074209;2.201541;2.182645;1.486689;0;0;1.316199;1.932689;1.843945;2.045845;1.783982;1.954371;2.625901;2.061429;2.362378;2.315476;2.489163;2.181865;1.437791;0;0;1.198117;2.028563;2.359842;2.64823;2.09056;2.011359;2.370053;2.268293;2.084731;2.151242;2.251244;2.096525;1.465545;0;0;1.097082;1.295462;1.153142;1.283407;1.406097;1.29371;1.355389;1.341153;1.442622;1.263896;1.214093;1.333322;1.186226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8435071;1.258229;1.153142;1.386533;1.198117;1.258229;1.375461;1.241727;1.41664;1.468715;1.38173;1.195407;1.092393;0;0;1.355389;1.916233;2.440174;1.768264;2.123307;2.427565;2.06917;1.815664;2.293406;2.130301;1.875877;1.793847;1.456085;0;0;1.38173;1.590287;2.055061;2.208726;2.397711;1.904817;2.533544;2.044122;2.242854;1.73628;2.543991;2.165879;1.446066;0;0;1.136668;1.747011;2.102615;1.922803;2.425242;2.139348;2.091457;2.184304;2.167529;2.489919;1.792153;2.141454;1.295836;0;0;1.392303;2.326003;2.078119;1.656933;2.111297;1.615826;2.010789;1.981109;2.49327;2.320016;2.210485;2.404921;1.136668;0;0;1.20762;2.504433;1.704473;2.00281;2.218926;2.405238;2.269468;2.26379;2.182149;2.222593;2.421097;1.522858;1.431006;0;0;1.29202;2.097563;1.823892;2.42952;2.134557;1.728454;2.190919;2.064253;2.456113;1.417946;2.238454;2.348364;1.440526;0;0;1.068346;2.375327;2.158152;1.842734;2.172068;2.154226;1.895005;2.427708;2.349428;2.202612;1.960993;2.093199;1.41484;0;0;1.276959;2.224052;1.489718;2.184304;2.125431;2.122208;2.262554;2.204678;2.009719;1.796661;1.965042;1.731179;1.488823;0;0;1.199889;2.481617;2.286848;1.870263;2.552786;1.839359;1.964309;2.403192;2.111033;2.260704;2.259003;2.179017;1.515291;0;0;1.375397;2.036265;1.874159;1.97786;1.799657;2.266743;2.522771;2.308229;2.207082;2.264935;1.968944;2.323779;1.424767;0;0;1.150391;2.090299;2.487194;2.311456;2.158394;1.819038;2.181389;2.202506;1.974473;1.991122;1.874458;2.228495;1.465916;0;0;0.9905577;1.368832;1.108915;1.218482;1.465545;1.282517;1.245804;1.485475;1.505077;1.391547;1.484692;1.330736;1.204835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
G10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9818992;1.330481;0.9852281;1.256743;1.204835;1.214093;1.387756;1.204752;1.333322;1.465916;1.330481;1.349102;1.153142;0;0;1.355389;1.939487;2.405711;1.274194;2.274314;2.592837;1.899667;1.975487;2.028652;2.109313;1.619376;2.043829;1.505077;0;0;1.480265;1.617332;1.890112;2.071909;2.145572;2.164953;2.522705;1.911067;1.765994;1.678395;2.362367;2.093856;1.387756;0;0;1.299645;1.613053;2.299714;2.009779;2.224469;2.179327;1.729825;2.14523;2.120545;2.183935;2.17235;2.020318;1.325954;0;0;1.468715;1.989402;2.2549;1.782669;2.143451;1.652677;1.979542;2.037329;2.506678;2.118619;1.950971;2.280591;1.204835;0;0;1.304471;2.270017;1.883447;1.996575;2.095688;2.259854;2.513485;2.095927;1.753299;1.729403;2.243667;1.324502;1.558111;0;0;1.161655;2.364149;1.87946;2.109586;1.892798;2.047903;2.362527;1.954661;2.458276;1.40966;2.446939;2.234683;1.470113;0;0;1.211;2.190732;1.934276;1.78181;2.069132;2.205793;1.784846;2.283095;2.267292;2.106462;1.82843;2.186317;1.424767;0;0;1.270789;2.305882;1.44336;2.065286;1.904415;2.399492;2.177794;1.837488;1.899395;1.843618;1.591254;1.860909;1.396166;0;0;1.156092;2.297021;2.366144;1.786577;2.354863;1.791244;1.765171;2.429473;2.278941;2.274484;2.161502;2.223445;1.320119;0;0;1.505077;1.768249;2.027052;2.192317;1.929085;2.225253;2.441106;2.365536;2.051064;1.999434;2.106148;2.180694;1.392431;0;0;1.241235;2.083104;2.363074;2.473474;2.040539;1.845039;2.192528;2.331439;2.020938;2.352183;2.110828;2.264283;1.420708;0;0;1.083921;1.294626;1.253449;1.333708;1.384054;1.263896;1.355389;1.404383;1.397758;1.312962;1.386533;1.294626;1.258229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
