G1;-0.134591698646545;-0.141208007931709;-0.15539638698101;-0.165326997637749;-0.167459070682526;-0.173528760671616;-0.174924373626709;-0.177852794528008;-0.179755508899689;-0.189726904034615;-0.19000805914402;-0.194065690040588;-0.202046602964401;-0.203024908900261;-0.218933522701263;-0.22099794447422;-0.22353295981884;-0.226827934384346;-0.236781269311905;-0.239090368151665;-0.240014433860779;-0.242134511470795;-0.24274155497551;-0.244107291102409;-0.244363620877266;-0.244642406702042;-0.247567653656006;-0.247574120759964;-0.251315236091614;-0.263148546218872;-0.263420194387436;-0.279800355434418;-0.284086227416992;-0.284871101379395;-0.288089394569397;-0.289314091205597;-0.298109620809555;-0.306743294000626;-0.321568787097931;-0.326834380626678;-0.327559739351273;-0.328435599803925;-0.33643451333046;-0.338346511125565;-0.340759962797165;-0.34103587269783;-0.348429203033447;-0.350829213857651;-0.352666288614273;-0.35556098818779;-0.355858772993088;-0.363513261079788;-0.366346299648285;-0.368254572153091;-0.369155287742615;-0.369155287742615;-0.372319430112839;-0.372319430112839;-0.373189330101013;-0.373390644788742;-0.37509098649025;-0.37509098649025;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G2;-0.134591698646545;-0.141208007931709;-0.149040937423706;-0.155023619532585;-0.15539638698101;-0.165326997637749;-0.169807195663452;-0.172201231122017;-0.177060261368752;-0.194637611508369;-0.197680860757828;-0.204970479011536;-0.212132662534714;-0.213280394673347;-0.228474244475365;-0.236292988061905;-0.241505533456802;-0.24172668159008;-0.247743010520935;-0.250662535429001;-0.254476696252823;-0.257461935281754;-0.26325798034668;-0.265475749969482;-0.271268278360367;-0.272809892892838;-0.278373807668686;-0.280383735895157;-0.299550980329514;-0.300436288118362;-0.311868011951447;-0.326463133096695;-0.32654345035553;-0.327587872743607;-0.331899464130402;-0.342293053865433;-0.342922627925873;-0.345906049013138;-0.346090853214264;-0.3478944003582;-0.349299639463425;-0.35424417257309;-0.354508817195892;-0.35832205414772;-0.358330219984055;-0.359261900186539;-0.361840069293976;-0.363194763660431;-0.364212274551392;-0.367526352405548;-0.371303021907806;-0.371303021907806;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.373189330101013;-0.373390644788742;-0.373390644788742;-0.37509098649025;-0.37509098649025;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G3;-0.0879385694861412;-0.130681619048119;-0.134591698646545;-0.141208007931709;-0.147398337721825;-0.149040937423706;-0.155023619532585;-0.15539638698101;-0.16268615424633;-0.165326997637749;-0.169807195663452;-0.172201231122017;-0.176583215594292;-0.177060261368752;-0.183327630162239;-0.186675876379013;-0.190435230731964;-0.194366157054901;-0.194637611508369;-0.197680860757828;-0.201041266322136;-0.204970479011536;-0.212132662534714;-0.213280394673347;-0.224656969308853;-0.2301976531744;-0.234260246157646;-0.237001523375511;-0.238746702671051;-0.249228537082672;-0.250459492206573;-0.251416951417923;-0.262285262346268;-0.268657028675079;-0.271304219961166;-0.272231638431549;-0.27435514330864;-0.288228452205658;-0.301284074783325;-0.305074393749237;-0.307384192943573;-0.333580255508423;-0.341970145702362;-0.345679879188538;-0.348482191562653;-0.35033392906189;-0.354038059711456;-0.356999784708023;-0.358860462903976;-0.359410405158997;-0.361531257629395;-0.36425593495369;-0.364891111850739;-0.365458339452744;-0.36581739783287;-0.36621755361557;-0.367537319660187;-0.368504196405411;-0.36895826458931;-0.369859367609024;-0.370575577020645;-0.37113356590271;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372364521026611;-0.373986780643463;-0.376383185386658;-0.376383185386658;-0.376383185386658
G4;-0.0879385694861412;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.130681619048119;-0.134591698646545;-0.141208007931709;-0.147398337721825;-0.149040937423706;-0.164380580186844;-0.167625665664673;-0.168889179825783;-0.17131994664669;-0.186542510986328;-0.186609551310539;-0.207662388682365;-0.207676112651825;-0.209447860717773;-0.209587767720222;-0.217664882540703;-0.217834234237671;-0.220265686511993;-0.221099063754082;-0.241818979382515;-0.250576883554459;-0.257685959339142;-0.262320280075073;-0.264689892530441;-0.268090456724167;-0.270071804523468;-0.274452924728394;-0.27550482749939;-0.287380069494247;-0.294871985912323;-0.302052408456802;-0.304810106754303;-0.308408170938492;-0.311330378055573;-0.320177882909775;-0.322845995426178;-0.324059158563614;-0.32530665397644;-0.327680051326752;-0.332319021224976;-0.33826932311058;-0.33887767791748;-0.343199402093887;-0.343422621488571;-0.34438893198967;-0.345679879188538;-0.36416757106781;-0.364825665950775;-0.367031574249268;-0.367526352405548;-0.369369477033615;-0.37113356590271;-0.371303021907806;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372364521026611;-0.373986780643463;-0.373986780643463;-0.374703854322433;-0.37509098649025;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G5;-0.0879385694861412;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.130681619048119;-0.134591698646545;-0.141208007931709;-0.14478400349617;-0.145791471004486;-0.147398337721825;-0.151589885354042;-0.16484235227108;-0.178522184491158;-0.191979393362999;-0.192898735404015;-0.197475165128708;-0.200532779097557;-0.205085396766663;-0.215301483869553;-0.223471403121948;-0.226926907896996;-0.228036537766457;-0.232774123549461;-0.234861120581627;-0.237836182117462;-0.237939938902855;-0.242733165621758;-0.249483525753021;-0.259038358926773;-0.264782130718231;-0.280143976211548;-0.29341858625412;-0.298592448234558;-0.301511496305466;-0.304534494876862;-0.304893642663956;-0.313972145318985;-0.316215217113495;-0.317464500665665;-0.322149068117142;-0.330610424280167;-0.334673851728439;-0.34633269906044;-0.34723237156868;-0.348229110240936;-0.350905925035477;-0.351049572229385;-0.354124188423157;-0.354761123657227;-0.356155425310135;-0.361453622579575;-0.361977785825729;-0.365993708372116;-0.36663544178009;-0.367526352405548;-0.367526352405548;-0.368091940879822;-0.369155287742615;-0.369369477033615;-0.369369477033615;-0.370477706193924;-0.372319430112839;-0.373986780643463;-0.37509098649025;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G6;-0.0725440829992294;-0.0879385694861412;-0.108354888856411;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.130681619048119;-0.134591698646545;-0.134697616100311;-0.141208007931709;-0.16291555762291;-0.179683610796928;-0.183011740446091;-0.195579990744591;-0.197150513529778;-0.200586587190628;-0.206173464655876;-0.210951775312424;-0.211850330233574;-0.214142084121704;-0.214961498975754;-0.217078819870949;-0.217910334467888;-0.234218522906303;-0.241004943847656;-0.248514354228973;-0.256233841180801;-0.258485585451126;-0.258665859699249;-0.26532244682312;-0.269194006919861;-0.27425891160965;-0.279910266399384;-0.281859785318375;-0.284353792667389;-0.298421382904053;-0.311294734477997;-0.314685136079788;-0.320993393659592;-0.321389079093933;-0.328073740005493;-0.328471034765244;-0.334900736808777;-0.341094106435776;-0.34436222910881;-0.345763891935349;-0.347928434610367;-0.350490123033524;-0.352917313575745;-0.354455232620239;-0.358151763677597;-0.360530763864517;-0.362422913312912;-0.365463763475418;-0.367656290531158;-0.367965877056122;-0.368617653846741;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G7;-0.0725440829992294;-0.0879385694861412;-0.108354888856411;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.126982167363167;-0.130681619048119;-0.134591698646545;-0.134697616100311;-0.148013517260551;-0.156970128417015;-0.161806866526604;-0.169086843729019;-0.17683444917202;-0.177107527852058;-0.185582429170609;-0.195720553398132;-0.206499561667442;-0.214221209287643;-0.225560829043388;-0.226270020008087;-0.227635711431503;-0.26101353764534;-0.261796116828918;-0.26269742846489;-0.264788419008255;-0.264918386936188;-0.265675783157349;-0.276491671800613;-0.284532219171524;-0.290714710950851;-0.29309070110321;-0.293167412281036;-0.297131270170212;-0.308609783649445;-0.3163743019104;-0.316750526428223;-0.323049873113632;-0.323457658290863;-0.325222700834274;-0.327118098735809;-0.331163734197617;-0.332848846912384;-0.336212307214737;-0.34164297580719;-0.343806773424149;-0.349766612052917;-0.351576864719391;-0.351781159639359;-0.352417975664139;-0.352616667747498;-0.353598028421402;-0.353681683540344;-0.356616705656052;-0.358929485082626;-0.360558867454529;-0.360718250274658;-0.361214816570282;-0.366228431463242;-0.367051750421524;-0.368254572153091;-0.368254572153091;-0.373986780643463;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G8;-0.0725440829992294;-0.0879385694861412;-0.108354888856411;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.126982167363167;-0.130681619048119;-0.134591698646545;-0.134697616100311;-0.148013517260551;-0.156970128417015;-0.161571398377419;-0.161806866526604;-0.171512305736542;-0.178361892700195;-0.179329484701157;-0.190747871994972;-0.196556255221367;-0.221625477075577;-0.23007920384407;-0.231611490249634;-0.246752247214317;-0.247581511735916;-0.25977748632431;-0.263929784297943;-0.264263957738876;-0.266537576913834;-0.270033925771713;-0.293522715568542;-0.2945356965065;-0.301669389009476;-0.306742876768112;-0.30998831987381;-0.312114328145981;-0.324813693761826;-0.329358041286469;-0.331703066825867;-0.332254737615585;-0.348348766565323;-0.354804903268814;-0.355978935956955;-0.357279598712921;-0.357736110687256;-0.357964009046555;-0.358890563249588;-0.360697239637375;-0.363266795873642;-0.363840878009796;-0.364251971244812;-0.365360766649246;-0.365370780229568;-0.365993708372116;-0.366500824689865;-0.369891047477722;-0.370600938796997;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.372364521026611;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
G9;-0.0725440829992294;-0.0879385694861412;-0.108354888856411;-0.116064295172691;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.126982167363167;-0.130681619048119;-0.131311386823654;-0.134591698646545;-0.134697616100311;-0.14764392375946;-0.148013517260551;-0.156970128417015;-0.161571398377419;-0.165062606334686;-0.167654350399971;-0.169329479336739;-0.172550916671753;-0.185377404093742;-0.18943740427494;-0.209645092487335;-0.219130173325539;-0.22327196598053;-0.232751786708832;-0.233621254563332;-0.234553679823875;-0.237127110362053;-0.254746228456497;-0.25776407122612;-0.258208155632019;-0.264569282531738;-0.266219854354858;-0.270273774862289;-0.282265573740005;-0.283039003610611;-0.285214632749558;-0.288552165031433;-0.289952546358109;-0.290194481611252;-0.300579726696014;-0.301229864358902;-0.308157175779343;-0.314317375421524;-0.326068043708801;-0.337467432022095;-0.338207185268402;-0.338495880365372;-0.34456929564476;-0.348550230264664;-0.354465216398239;-0.355691462755203;-0.35705828666687;-0.360293328762054;-0.362185329198837;-0.362735509872437;-0.3642518222332;-0.366393059492111;-0.367526352405548;-0.367526352405548;-0.367886036634445;-0.369652271270752;-0.369652271270752;-0.372319430112839;-0.372319430112839;-0.372319430112839;-0.37509098649025;-0.376383185386658
G10;-0.0725440829992294;-0.0879385694861412;-0.108354888856411;-0.116064295172691;-0.119280442595482;-0.123640365898609;-0.125466719269753;-0.125783309340477;-0.131796970963478;-0.133816331624985;-0.137317523360252;-0.140903413295746;-0.146516293287277;-0.149887219071388;-0.15554253757;-0.166081205010414;-0.166579127311707;-0.172544658184052;-0.1772281229496;-0.180672883987427;-0.189382374286652;-0.190676644444466;-0.199707865715027;-0.207223296165466;-0.212729170918465;-0.219024360179901;-0.230324998497963;-0.231172546744347;-0.234078705310822;-0.240224629640579;-0.240617960691452;-0.251563608646393;-0.26875975728035;-0.287641227245331;-0.307145029306412;-0.31042492389679;-0.314974546432495;-0.317875504493713;-0.321449398994446;-0.325973927974701;-0.32730495929718;-0.332306563854218;-0.340920507907867;-0.341710716485977;-0.341763377189636;-0.344804018735886;-0.346488833427429;-0.346564203500748;-0.348242253065109;-0.348586231470108;-0.349625766277313;-0.353136122226715;-0.356992989778519;-0.360327780246735;-0.361790031194687;-0.362452685832977;-0.363725244998932;-0.364037841558456;-0.365160018205643;-0.36581739783287;-0.368910938501358;-0.372319430112839;-0.373189330101013;-0.373189330101013;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658;-0.376383185386658
