G1;4.05113935470581;4.03193044662476;4.03181076049805;3.96927499771118;3.95918083190918;3.93100953102112;3.81065702438354;3.80641078948975;3.77965688705444;3.7602527141571;3.74695301055908;3.71172952651978;3.69280529022217;3.69018077850342;3.66032814979553;3.65948629379272;3.6566789150238;3.64570474624634;3.63553094863892;3.62417149543762;3.61884760856628;3.60931348800659;3.59485769271851;3.59256839752197;3.59134411811829;3.59091854095459;3.5909104347229;3.58225131034851;3.58142709732056;3.58100891113281;3.57748126983643;3.56776928901672;3.55988264083862;3.55128335952759;3.54903078079224;3.50925707817078;3.50914359092712;3.47366571426392;3.4680917263031;3.44179010391235;3.4308922290802;3.42059540748596;3.39931583404541;3.39328718185425;3.38155364990234;3.36378788948059;3.35099697113037;3.28528094291687;3.19256591796875;3.18255496025085
G2;4.71310949325562;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;3.96927499771118;3.95918083190918;3.93100953102112;3.89777326583862;3.88164591789246;3.81065702438354;3.80849742889404;3.80641078948975;3.79513120651245;3.77965688705444;3.7602527141571;3.74695301055908;3.73425483703613;3.71172952651978;3.69280529022217;3.69018077850342;3.67977142333984;3.67871809005737;3.67792844772339;3.67270135879517;3.66032814979553;3.65948629379272;3.6566789150238;3.65535497665405;3.64570474624634;3.63553094863892;3.62417149543762;3.61884760856628;3.60931348800659;3.59712243080139;3.59485769271851;3.59256839752197;3.59134411811829;3.59091854095459;3.5909104347229;3.58225131034851;3.50994801521301;3.50715851783752;3.48591256141663;3.47467637062073;3.45224809646606;3.43067622184753;3.42207837104797;3.3820104598999
G3;4.71310949325562;4.3233060836792;4.11062574386597;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;3.97039484977722;3.96927499771118;3.95918083190918;3.93100953102112;3.92210459709167;3.89777326583862;3.88164591789246;3.83867454528809;3.81065702438354;3.80849742889404;3.80641078948975;3.79513120651245;3.79328751564026;3.79145097732544;3.79040741920471;3.77965688705444;3.76303482055664;3.7602527141571;3.74695301055908;3.73425483703613;3.72244191169739;3.71172952651978;3.70169258117676;3.69280529022217;3.69018077850342;3.66690111160278;3.65765070915222;3.64438390731812;3.64344429969788;3.63241410255432;3.55863809585571;3.53328680992126;3.53196406364441;3.49919319152832;3.45527720451355;3.35071444511414;3.27849745750427;3.23621034622192;3.22287702560425;3.20242643356323;3.17806792259216;0.00257984618656337
G4;4.71310949325562;4.3233060836792;4.11062574386597;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.00606870651245;4.0055079460144;4.00316333770752;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.93100953102112;3.92210459709167;3.89777326583862;3.88164591789246;3.85042309761047;3.83867454528809;3.82318782806396;3.81688952445984;3.81065702438354;3.80849742889404;3.80641078948975;3.79513120651245;3.79328751564026;3.79145097732544;3.79040741920471;3.77965688705444;3.76303482055664;3.7602527141571;3.74695301055908;3.73425483703613;3.72287011146545;3.72244191169739;3.71172952651978;3.68489837646484;3.65074586868286;3.64339375495911;3.61632537841797;3.61565446853638;3.59627938270569;3.59146571159363;3.55303454399109;3.39503812789917;3.39197564125061;3.37782311439514;0.017507191747427
G5;4.71310949325562;4.3233060836792;4.12708902359009;4.11062574386597;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.00606870651245;4.0055079460144;4.00316333770752;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.9351851940155;3.93100953102112;3.92210459709167;3.91033291816711;3.89777326583862;3.88164591789246;3.86189150810242;3.85313272476196;3.85042309761047;3.83867454528809;3.83785581588745;3.82318782806396;3.81149411201477;3.80943632125854;3.80633044242859;3.79220604896545;3.79053783416748;3.76409792900085;3.75179743766785;3.68098211288452;3.64974784851074;3.63925743103027;3.61336994171143;3.59448885917664;3.58912873268127;3.56816124916077;3.56156444549561;3.54525518417358;3.44673132896423;3.43682098388672;3.42327117919922;3.33077812194824;3.18112349510193;0.00406529894098639
G6;4.71310949325562;4.3233060836792;4.20238590240479;4.19289112091064;4.12708902359009;4.11062574386597;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.01428031921387;4.00606870651245;4.0055079460144;4.00316333770752;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.94986295700073;3.9351851940155;3.93103098869324;3.93100953102112;3.92210459709167;3.91033291816711;3.76759099960327;3.75218152999878;3.74224853515625;3.72264242172241;3.69521927833557;3.67093992233276;3.63457536697388;3.61450433731079;3.61030983924866;3.58989381790161;3.56590723991394;3.56020212173462;3.49959945678711;3.48393845558167;3.4515175819397;3.34640979766846;3.31905770301819;3.31876277923584;3.29468274116516;3.24243450164795;3.23274087905884;3.22434616088867;3.18310117721558;0.00407898612320423;0.00257984618656337
G7;4.71310949325562;4.3233060836792;4.20238590240479;4.19289112091064;4.12708902359009;4.11062574386597;4.08044576644897;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.01428031921387;4.00606870651245;4.0055079460144;4.00316333770752;4.00143480300903;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.94986295700073;3.9351851940155;3.93103098869324;3.93100953102112;3.92210459709167;3.91033291816711;3.76759099960327;3.75218152999878;3.74224853515625;3.7235848903656;3.72264242172241;3.71798300743103;3.70665502548218;3.69521927833557;3.64308190345764;3.62749624252319;3.62181043624878;3.58392953872681;3.55481219291687;3.54497599601746;3.50577235221863;3.50508093833923;3.49942541122437;3.48077893257141;3.45460677146912;3.44002604484558;3.37025785446167;3.19969129562378;3.1584370136261;3.07831048965454
G8;4.71310949325562;4.3233060836792;4.20238590240479;4.19289112091064;4.12708902359009;4.11062574386597;4.08711242675781;4.08044576644897;4.06177091598511;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.01428031921387;4.00606870651245;4.0055079460144;4.00316333770752;4.00143480300903;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.94986295700073;3.9351851940155;3.93103098869324;3.93100953102112;3.9251697063446;3.91274642944336;3.88781499862671;3.82008838653564;3.76511526107788;3.73043441772461;3.71692156791687;3.71405076980591;3.70057725906372;3.67317795753479;3.6261088848114;3.62040829658508;3.52913546562195;3.52672982215881;3.51710796356201;3.44842410087585;3.43008160591125;3.35579752922058;3.32088756561279;3.27729845046997;3.27533268928528;0.0132829369977117;0.00691600283607841;0.00257984618656337
G9;4.71310949325562;4.3233060836792;4.20238590240479;4.19289112091064;4.12708902359009;4.11062574386597;4.08711242675781;4.08044576644897;4.06177091598511;4.05113935470581;4.04600191116333;4.03193044662476;4.03181076049805;4.01428031921387;4.00606870651245;4.0055079460144;4.00316333770752;4.00143480300903;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.94986295700073;3.9351851940155;3.93103098869324;3.93100953102112;3.92962622642517;3.9251697063446;3.91274642944336;3.88781499862671;3.82008838653564;3.79923915863037;3.76511526107788;3.73043441772461;3.72285342216492;3.7105016708374;3.69611001014709;3.609130859375;3.59066677093506;3.56906819343567;3.56222772598267;3.52708172798157;3.49115014076233;3.48839545249939;3.48412084579468;3.4530656337738;3.41835999488831;3.37379884719849;3.29912853240967;3.26417279243469
G10;4.71310949325562;4.3233060836792;4.20238590240479;4.19289112091064;4.12708902359009;4.11062574386597;4.08711242675781;4.08044576644897;4.06177091598511;4.05113935470581;4.04600191116333;4.04569864273071;4.03193044662476;4.03181076049805;4.01428031921387;4.00606870651245;4.0055079460144;4.00316333770752;4.00143480300903;3.99290657043457;3.97039484977722;3.96927499771118;3.95918083190918;3.9512574672699;3.75154042243958;3.58241367340088;3.55344390869141;3.5311336517334;3.5171058177948;3.5105197429657;3.45529699325562;3.45331597328186;3.44143962860107;3.43937158584595;3.41727256774902;3.41258907318115;3.40789151191711;3.40236210823059;3.40069890022278;3.39725399017334;3.39221215248108;3.35628819465637;3.29079699516296;3.25065016746521;0.55480170249939;0.298500418663025;0.0194763839244843;0.00626724818721414;0.00503198755905032;0.00503198755905032
