G1;0;0;0;0;0;0;0;0;0;0;0;1.178992;1.649975;1.427986;1.387307;1.539211;1.531542;1.340258;0.9447389;0;0;1.363522;2.429382;2.262304;2.65959;2.5944;2.392247;2.138848;1.614766;0;0;1.739974;2.438604;2.094077;2.460703;2.383715;2.413006;2.456322;1.707647;0;0;1.742771;2.586326;2.298485;2.374485;2.380396;2.334227;2.281657;1.574036;0;0;1.58817;2.583148;2.542476;2.383832;2.702374;2.413489;2.444638;1.731787;0;0;1.615539;2.09342;2.352476;2.48551;2.274017;2.480797;2.296857;1.820037;0;0;1.555079;2.646694;2.471021;2.378185;2.678025;2.170096;2.27872;1.60161;0;0;1.058607;1.686989;1.692498;1.560636;1.696601;1.524623;1.635773;1.154552;0;0;0;0;0;0;0;0;0;0;0
G2;0;0;0;0;0;0;0;0;0;0;0;1.230912;1.727351;1.405066;1.561856;1.48599;1.350713;1.356575;0.9709506;0;0;1.532237;2.561357;2.172383;2.313701;2.793021;2.443259;2.527014;1.434981;0;0;1.555213;2.287081;2.093242;2.747042;2.16699;2.431879;2.179541;1.527184;0;0;1.380066;2.520275;2.374201;2.415662;2.579026;2.097535;2.297189;1.741233;0;0;1.684728;2.66088;2.247836;2.371962;2.277899;2.357833;2.378714;1.696565;0;0;1.793064;1.692164;2.433297;2.19449;2.185715;2.711472;2.119692;2.064033;0;0;1.703686;2.837993;2.238964;2.373361;2.658624;2.127699;2.34379;1.565079;0;0;1.0335;1.598315;1.778659;1.857119;1.841004;1.410934;1.49777;1.188376;0;0;0;0;0;0;0;0;0;0;0
G3;0;0;0;0;0;0;0;0;0;0;0;1.254369;1.756347;1.388226;1.347993;1.321699;1.28801;1.322531;0.9777946;0;0;1.54404;2.574026;2.257942;2.624834;2.59838;2.436036;2.464652;1.625562;0;0;1.685079;2.204911;2.101336;2.543867;2.450914;2.348957;2.061596;1.486063;0;0;1.448117;2.579988;2.508047;2.446084;2.372989;2.189581;2.267215;1.725922;0;0;1.724711;2.708501;2.14613;2.401182;2.397852;2.210762;2.312415;1.734892;0;0;1.759565;1.805323;2.391967;2.284463;2.306312;2.661414;1.940746;1.876536;0;0;1.759311;2.659333;2.349934;2.491665;2.453043;1.966144;2.362862;1.58987;0;0;1.065067;1.65505;1.746496;1.628478;1.756949;1.424302;1.689765;1.19028;0;0;0;0;0;0;0;0;0;0;0
G4;0;0;0;0;0;0;0;0;0;0;0;1.234498;1.538391;1.245832;1.368793;1.347993;1.357576;1.46808;0.9837083;0;0;1.269433;2.551702;2.079827;2.668344;2.505917;2.397192;2.339543;1.51822;0;0;1.645284;2.436212;1.783118;2.406264;2.363944;2.649832;1.989657;1.365055;0;0;1.514515;2.642782;2.762589;2.465499;2.390662;2.171962;2.279732;1.602664;0;0;1.614933;2.502466;1.975481;2.49948;2.310458;2.582347;2.316252;1.90772;0;0;1.768228;1.883576;2.147581;2.367453;2.198632;2.590047;2.382215;1.983471;0;0;1.876021;2.606656;2.089398;2.302841;2.561506;2.095935;2.091981;1.77053;0;0;1.042834;1.771594;1.965786;1.66658;1.357467;1.722651;1.748159;1.150496;0;0;0;0;0;0;0;0;0;0;0
G5;0;0;0;0;0;0;0;0;0;0;0;1.360964;1.563318;1.247122;1.318538;1.273909;1.0335;1.199146;0.8960383;0;0;1.517133;2.611794;1.985643;2.709873;2.425486;2.591115;2.382124;1.600232;0;0;1.440023;2.195038;2.133346;2.470667;2.031352;2.654007;1.979444;1.706439;0;0;1.24835;2.610982;2.560563;2.19182;2.438678;2.068926;2.138783;1.554075;0;0;1.213428;2.567414;1.747043;2.382351;2.30478;2.215444;2.520595;1.730573;0;0;1.684756;2.066533;1.988961;2.316458;2.207272;2.603912;2.041811;2.053114;0;0;1.893546;2.619259;2.184781;2.324764;2.510424;2.457229;2.058417;1.75503;0;0;1.086944;1.738433;1.597054;1.583438;1.365961;1.566598;1.738759;1.232121;0;0;0;0;0;0;0;0;0;0;0
G6;0;0;0;0;0;0;0;0;0;0;0;1.394784;1.800796;1.300122;1.593244;1.313557;1.075982;1.163367;0.9709506;0;0;1.436884;2.472335;2.048499;2.87794;2.528812;2.175731;2.427865;1.404935;0;0;1.495736;2.206493;2.209655;2.605535;1.873401;2.605566;2.002062;1.580359;0;0;1.282394;2.669257;2.336554;2.255919;2.651146;1.981805;2.311789;1.547847;0;0;1.164495;2.425666;2.101153;1.897732;2.008118;2.433759;2.541203;1.695232;0;0;1.697476;2.042642;2.112021;2.22575;2.089511;2.258158;2.181338;2.085557;0;0;1.99248;2.595025;2.043568;2.506251;2.295901;2.350856;1.836563;1.825821;0;0;1.166875;1.768611;1.849922;1.810187;1.407402;1.553955;1.613671;1.22879;0;0;0;0;0;0;0;0;0;0;0
G7;0;0;0;0;0;0;0;0;0;0;0;1.454868;1.748863;1.501357;1.43211;1.334558;1.023183;1.178657;0.8112781;0;0;1.711715;2.426922;1.746735;2.85035;2.283754;2.313968;2.457403;1.268793;0;0;1.669373;2.124263;2.156958;2.482946;2.006351;2.319492;1.761128;1.305365;0;0;1.373318;2.668344;2.426142;2.278624;2.432252;2.390561;2.293228;1.670662;0;0;1.083417;2.452141;1.696754;2.160944;2.11058;2.011427;2.374666;1.781008;0;0;1.612579;1.701923;2.004663;2.268131;2.2212;2.137453;1.715294;2.158437;0;0;1.999783;2.488941;1.535914;2.39393;2.548869;2.400165;1.754081;1.851829;0;0;1.063999;1.746504;1.738794;1.719668;1.420106;1.425275;1.411656;1.166693;0;0;0;0;0;0;0;0;0;0;0
G8;0;0;0;0;0;0;0;0;0;0;0;1.541864;1.515441;1.727776;1.578964;1.358901;1.130867;1.361759;0.9631673;0;0;1.631284;2.144067;1.771327;2.477893;2.418265;2.114163;2.324916;1.285285;0;0;1.765957;1.939836;2.18063;2.611938;2.183509;2.35123;1.786968;1.361759;0;0;1.442977;2.7132;2.405699;2.307707;2.191755;2.606269;2.103893;1.577795;0;0;1.280796;2.286351;1.565627;1.857089;2.097569;2.161567;2.81951;1.642424;0;0;1.623067;1.375996;1.906181;2.553557;2.244663;2.066924;1.600227;2.150184;0;0;2.009197;2.537156;1.879077;2.02622;1.996449;2.24538;1.9851;1.813508;0;0;0.9880106;1.561837;1.625454;1.695546;1.511071;1.368994;1.60876;1.19028;0;0;0;0;0;0;0;0;0;0;0
G9;0;0;0;0;0;0;0;0;0;0;0;1.481253;1.880948;1.67738;1.880746;1.243073;1.042834;1.23616;0.954434;0;0;1.712464;2.151881;2.092354;2.238314;2.397933;2.134522;2.357522;1.563318;0;0;1.67909;2.103883;2.099696;2.807948;2.240371;2.188688;1.719556;1.572624;0;0;1.247243;2.611837;2.435673;1.965563;2.610485;2.339612;2.060519;1.713043;0;0;1.193523;2.326995;1.676832;1.976803;2.472012;2.280433;2.663565;1.59936;0;0;1.636351;1.565627;1.721755;2.223497;2.345812;2.429403;1.976915;2.008537;0;0;2.057779;2.567505;2.012563;2.31544;2.40291;2.126279;2.09967;1.491336;0;0;1.006573;1.413681;1.572489;1.650726;1.368994;1.313557;1.513115;1.141811;0;0;0;0;0;0;0;0;0;0;0
G10;0;0;0;0;0;0;0;0;0;0;0;1.542774;1.724628;1.50956;1.574163;1.370829;1.263376;1.173426;0.9340681;0;0;1.754586;1.953776;1.910405;2.357987;2.276702;2.037743;2.511398;1.341535;0;0;1.825461;2.020672;2.1384;2.58931;2.085618;2.19083;1.959259;1.425341;0;0;1.319977;2.539397;2.437035;2.046417;2.569831;2.08393;1.885236;1.727716;0;0;1.14588;2.274374;1.915538;2.098829;2.6196;2.423774;2.824439;1.207325;0;0;1.802223;1.555956;1.731579;1.791258;2.449974;2.048031;1.899127;1.97333;0;0;1.942845;2.366787;1.703694;2.612858;2.362872;2.590178;1.819952;1.808486;0;0;0.928527;1.497726;1.476627;1.71774;1.229552;1.167221;1.385145;1.139495;0;0;0;0;0;0;0;0;0;0;0
