G1;0;0;0;0;0;0;0;0;0;0;0;1.166875;1.697501;1.654197;1.614418;1.624026;1.500421;1.514515;0.8485482;0;0;1.486291;2.310916;2.533544;2.37998;2.46432;2.369619;2.326146;1.489571;0;0;1.740237;2.401904;2.139337;2.449881;2.50889;2.18393;2.168466;1.53003;0;0;1.79879;2.55434;2.491874;2.464955;2.509308;2.562733;2.529593;1.770471;0;0;1.354157;2.183393;2.342706;2.371137;2.30602;2.572129;2.087461;1.810657;0;0;1.46353;2.579321;2.616801;2.097848;2.266023;2.46727;2.331332;1.62768;0;0;1.547228;2.620857;2.572112;2.404941;2.608011;2.1534;2.464814;1.396414;0;0;1.0335;1.245832;1.446414;1.656189;1.613364;1.433223;1.486311;1.0969;0;0;0;0;0;0;0;0;0;0;0
G2;0;0;0;0;0;0;0;0;0;0;0;1.237841;1.717044;1.63509;1.565948;1.597915;1.644446;1.575574;1.113856;0;0;1.563342;2.425454;2.246132;2.733015;2.456708;2.363185;1.951706;1.688036;0;0;1.834071;1.982212;2.014946;2.237983;2.450692;2.282561;2.345954;1.594866;0;0;1.973445;2.521045;2.476256;2.115135;2.47568;2.423284;2.542674;1.487998;0;0;1.699467;2.111766;2.578786;2.085127;2.422156;2.59362;2.078503;1.613318;0;0;1.360285;2.512605;2.272239;2.464127;2.605946;2.38327;2.337883;1.590543;0;0;1.341535;2.667957;2.438845;2.156008;2.470763;2.310613;2.453786;1.412475;0;0;1.070589;1.380154;1.65532;1.649818;1.706635;1.547965;1.379482;0.9709506;0;0;0;0;0;0;0;0;0;0;0
G3;0;0;0;0;0;0;0;0;0;0;0;1.367879;1.912713;1.714741;1.269354;1.201657;1.436978;1.40109;0.9631673;0;0;1.595371;2.496966;2.321898;2.377035;2.688624;2.182756;1.870924;1.625279;0;0;2.049607;2.169937;2.177155;2.381827;2.522089;2.126014;2.381633;1.624817;0;0;1.969036;2.27521;2.433553;2.122105;2.580061;2.268641;2.397597;1.515515;0;0;1.532272;2.329002;2.193641;2.322731;2.342342;2.536359;2.192078;1.94555;0;0;1.382653;2.422708;2.433576;2.044358;2.636166;1.95665;2.354565;1.851426;0;0;1.449031;2.693362;2.284537;1.672243;2.552771;2.618445;2.370341;1.543049;0;0;1.058607;1.304223;1.776013;1.714428;1.562041;1.55062;1.611188;1.132069;0;0;0;0;0;0;0;0;0;0;0
G4;0;0;0;0;0;0;0;0;0;0;0;1.390021;1.922844;1.742096;1.305311;1.253144;1.440227;1.416747;0.9224062;0;0;1.733792;2.255484;1.923499;2.372189;2.375699;2.25803;1.950873;1.518146;0;0;2.126899;1.800355;2.332384;2.309313;2.489729;2.076519;2.398658;1.519346;0;0;1.741509;2.595691;2.05179;2.38355;2.361862;1.995462;2.310568;1.6153;0;0;1.441535;2.328714;2.205802;2.444441;2.316346;2.342143;2.227562;1.866292;0;0;1.449554;2.271132;2.3349;1.942005;2.571354;1.99353;2.204648;1.77549;0;0;1.389036;2.726189;2.415739;1.790198;2.332277;2.242339;2.734194;1.506363;0;0;1.13625;1.345401;1.791425;1.636341;1.567048;1.614536;1.645462;1.12088;0;0;0;0;0;0;0;0;0;0;0
G5;0;0;0;0;0;0;0;0;0;0;0;1.484966;2.037622;1.676454;1.41826;1.151692;1.5549;1.562337;1.187464;0;0;1.719484;2.173983;1.849093;2.267392;2.452225;2.052728;2.018152;1.831458;0;0;2.149155;1.867781;2.40638;2.197681;2.741001;2.048499;2.473348;1.555163;0;0;1.555451;2.51138;2.260492;2.196522;2.368131;2.45261;2.568122;1.673933;0;0;1.425187;2.37812;2.136663;2.543135;2.58924;2.201426;2.233553;1.817017;0;0;1.238428;2.270557;2.422333;1.9462;2.519305;2.252212;2.217468;1.954913;0;0;1.478975;2.806774;1.925677;1.619035;2.298594;2.213701;2.206622;1.573596;0;0;1.170998;1.406894;1.96767;1.796963;1.528392;1.252826;1.497076;1.192156;0;0;0;0;0;0;0;0;0;0;0
G6;0;0;0;0;0;0;0;0;0;0;0;1.442774;2.012473;1.876655;1.271782;1.113856;1.334036;1.40109;0.9886994;0;0;1.868122;2.023682;1.834394;2.560814;2.398979;2.239163;1.937273;1.623024;0;0;2.084856;2.026837;2.469383;2.360636;2.473517;2.34761;2.353317;1.567031;0;0;1.6887;2.327376;2.307428;2.416079;2.491186;2.214322;2.304995;1.702729;0;0;1.6086;2.37588;1.959404;2.613107;2.456082;2.218123;2.105539;1.863154;0;0;1.334392;2.056619;2.252994;1.914735;2.230086;2.373613;2.392922;1.875018;0;0;1.302123;2.65939;2.048699;1.631558;2.297774;2.631004;2.389213;1.566901;0;0;1.154552;1.157756;1.964126;1.714836;1.406291;1.42343;1.475536;1.139495;0;0;0;0;0;0;0;0;0;0;0
G7;0;0;0;0;0;0;0;0;0;0;0;1.523118;1.972908;1.724377;1.37887;1.06189;1.475536;1.500543;1.0512;0;0;1.753224;1.742259;1.702403;2.720185;1.980525;2.128279;2.225505;1.588529;0;0;1.977365;1.902561;2.304724;2.229289;2.40561;2.580074;2.293624;1.645386;0;0;1.736915;2.424533;1.958006;2.14388;2.738603;1.878605;2.299841;1.80736;0;0;1.733324;2.287896;2.089589;2.702374;2.478335;2.138693;2.203056;1.750494;0;0;1.31979;1.95873;2.245768;1.749341;2.430895;2.139313;2.423141;1.616066;0;0;1.208605;2.473649;2.143881;1.787208;1.998507;2.530847;2.080213;1.343827;0;0;1.197589;1.323673;1.996573;1.952588;1.630852;1.524128;1.654197;1.092256;0;0;0;0;0;0;0;0;0;0;0
G8;0;0;0;0;0;0;0;0;0;0;0;1.555859;2.043447;1.680727;1.175344;1.105867;1.418174;1.395106;0.9837083;0;0;1.752419;1.936278;1.632835;2.474834;2.067354;1.719841;2.010915;1.442092;0;0;2.075343;1.736885;2.379884;2.318468;2.498684;2.396915;2.151254;1.575544;0;0;1.554343;2.300262;1.76594;1.945064;2.376913;1.927636;2.372394;1.799116;0;0;1.500561;2.142614;1.929226;2.294325;2.254409;2.127248;2.142889;1.540543;0;0;1.252529;1.794316;1.833689;1.838323;2.419746;2.127532;2.441807;1.623008;0;0;1.528392;2.309352;2.012937;2.130352;2.344015;2.507806;2.008882;1.348217;0;0;1.285321;1.605387;2.108295;1.915267;1.491528;1.391023;1.382311;1.070589;0;0;0;0;0;0;0;0;0;0;0
G9;0;0;0;0;0;0;0;0;0;0;0;1.476545;1.880343;1.766838;1.250837;1.175344;1.213428;1.477706;0.9995379;0;0;1.630471;1.662135;1.557286;2.414594;2.214195;1.77754;2.018272;1.848392;0;0;2.093629;1.52825;2.381592;2.21734;2.450496;2.364665;2.16038;1.739765;0;0;1.60254;2.143508;1.942442;2.193955;2.006127;1.907195;2.102299;1.66904;0;0;1.451754;1.935489;2.253026;2.299468;2.307731;1.974048;2.197526;1.654724;0;0;1.360354;1.808899;2.185124;1.931181;2.204017;1.786997;2.03927;1.642805;0;0;1.434537;2.277862;1.799093;1.640456;2.098545;2.314756;2.124997;1.335639;0;0;1.103536;1.54143;2.110473;1.936504;1.532237;1.358872;1.529162;1.0335;0;0;0;0;0;0;0;0;0;0;0
G10;0;0;0;0;0;0;0;0;0;0;0;1.541864;1.956602;1.759213;1.358872;1.226129;1.253924;1.275062;1.132069;0;0;1.760109;1.377869;1.743794;2.452454;2.151808;1.596649;1.987521;1.742771;0;0;2.136396;1.45325;2.416833;2.126101;2.260017;2.202995;2.029452;1.684701;0;0;1.488981;2.12352;2.130736;2.102596;2.252952;2.167304;2.336776;1.888456;0;0;1.280835;1.953303;2.073488;2.347858;2.195271;2.043058;2.278946;1.842819;0;0;1.168661;1.644872;2.204218;1.561867;1.996582;2.001043;2.050385;1.69076;0;0;1.061634;2.069067;1.887437;2.077401;2.026217;2.480281;2.069797;1.172408;0;0;1.198192;1.471478;1.847625;1.667505;1.759559;1.573026;1.416747;1.118678;0;0;0;0;0;0;0;0;0;0;0
